State,Action,NextState
[ 0.9985267   0.05426295 -0.24545933],[-0.34505868],[ 0.9991405   0.04145169 -0.25652093]
[ 0.9991405   0.04145169 -0.25652093],[0.45028353],[ 0.9994366   0.03356279 -0.15788962]
[ 0.9994366   0.03356279 -0.15788962],[-0.37299252],[ 0.9997088   0.02413343 -0.18866642]
[ 0.9997088   0.02413343 -0.18866642],[0.56817055],[ 0.99980265  0.01986743 -0.08534076]
[ 0.99980265  0.01986743 -0.08534076],[-0.37746644],[ 0.9999087   0.01351531 -0.12706016]
[ 0.9999087   0.01351531 -0.12706016],[0.47629642],[ 0.9999368   0.01124153 -0.04547921]
[ 0.9999368   0.01124153 -0.04547921],[-0.3180629],[ 0.9999755   0.00700383 -0.0847575 ]
[ 0.9999755   0.00700383 -0.0847575 ],[0.3953066],[ 0.99998206  0.00599342 -0.02020864]
[ 0.99998206  0.00599342 -0.02020864],[-0.3001138],[ 0.99999565  0.00295692 -0.06073064]
[ 0.99999565  0.00295692 -0.06073064],[0.36588335],[ 0.9999961   0.0027754  -0.00363045]
[ 0.9999961   0.0027754  -0.00363045],[-0.30372953],[ 9.9999994e-01  4.1998722e-04 -4.7108326e-02]
[ 9.9999994e-01  4.1998722e-04 -4.7108326e-02],[0.36319613],[9.9999970e-01 8.0429146e-04 7.6860855e-03]
[9.9999970e-01 8.0429146e-04 7.6860855e-03],[-0.3198253],[ 0.9999993  -0.00117993 -0.03968449]
[ 0.9999993  -0.00117993 -0.03968449],[0.37359095],[ 9.9999994e-01 -4.0647283e-04  1.5469203e-02]
[ 9.9999994e-01 -4.0647283e-04  1.5469203e-02],[-0.33960962],[ 0.9999976  -0.00219533 -0.0357771 ]
[ 0.9999976  -0.00219533 -0.0357771 ],[0.38938928],[ 0.99999934 -0.00114609  0.0209848 ]
[ 0.99999934 -0.00114609  0.0209848 ],[-0.36071277],[ 0.99999595 -0.00284517 -0.03398168]
[ 0.99999595 -0.00284517 -0.03398168],[0.40751863],[ 0.99999875 -0.00159456  0.02501224]
[ 0.99999875 -0.00159456  0.02501224],[-0.38156188],[ 0.9999947  -0.00326545 -0.03341796]
[ 0.5070448  -0.8619197  -0.56441474],[1.9223552],[ 0.46676353 -0.8843822  -0.9225012 ]
[ 0.46676353 -0.8843822  -0.9225012 ],[1.470521],[ 0.405355   -0.91415936 -1.3652097 ]
[ 0.405355   -0.91415936 -1.3652097 ],[-0.55164385],[ 0.3057141  -0.95212334 -2.1335757 ]
[ 0.3057141  -0.95212334 -2.1335757 ],[-1.4676687],[ 0.15664957 -0.98765427 -3.0678186 ]
[ 0.15664957 -0.98765427 -3.0678186 ],[-0.6212046],[-0.03778057 -0.99928606 -3.90174   ]
[-0.03778057 -0.99928606 -3.90174   ],[0.52025604],[-0.26330632 -0.96471226 -4.573166  ]
[-0.26330632 -0.96471226 -4.573166  ],[0.27735567],[-0.50484526 -0.86320984 -5.255097  ]
[-0.50484526 -0.86320984 -5.255097  ],[-0.5608382],[-0.73694134 -0.67595667 -5.98663   ]
[-0.73694134 -0.67595667 -5.98663   ],[-1.0625225],[-0.9172749  -0.39825466 -6.652976  ]
[-0.9172749  -0.39825466 -6.652976  ],[-1.2744955],[-0.9986237  -0.05244717 -7.1428413 ]
[-0.9986237  -0.05244717 -7.1428413 ],[-1.669784],[-0.949499    0.31377003 -7.4326444 ]
[-0.949499    0.31377003 -7.4326444 ],[-1.1869822],[-0.7725625  0.6349387 -7.375364 ]
[-0.7725625  0.6349387 -7.375364 ],[1.6371639],[-0.5228474  0.8524263 -6.6535854]
[-0.5228474  0.8524263 -6.6535854],[0.75978017],[-0.25241277  0.96761966 -5.9002986 ]
[-0.25241277  0.96761966 -5.9002986 ],[-0.80744004],[ 0.00961191  0.9999538  -5.2957    ]
[ 0.00961191  0.9999538  -5.2957    ],[-1.2947953],[ 0.24411769  0.96974564 -4.739954  ]
[ 0.24411769  0.96974564 -4.739954  ],[-1.5075176],[ 0.4426469   0.89669603 -4.2387724 ]
[ 0.4426469   0.89669603 -4.2387724 ],[-0.8987503],[ 0.6000803   0.79993975 -3.701063  ]
[ 0.6000803   0.79993975 -3.701063  ],[-0.06585908],[ 0.7167642  0.6973156 -3.110987 ]
[ 0.7167642  0.6973156 -3.110987 ],[0.13801956],[ 0.8001323  0.5998236 -2.5672972]
[ 0.8001323  0.5998236 -2.5672972],[0.20329547],[ 0.85825634  0.51322126 -2.0869353 ]
[ 0.85825634  0.51322126 -2.0869353 ],[0.16960144],[ 0.89821494  0.43955654 -1.6765791 ]
[ 0.89821494  0.43955654 -1.6765791 ],[-0.04327762],[ 0.9258813  0.3778145 -1.3534033]
[ 0.9258813  0.3778145 -1.3534033],[-0.06791306],[ 0.9449275   0.32727966 -1.0802294 ]
[ 0.9449275   0.32727966 -1.0802294 ],[-0.7110386],[ 0.95928067  0.28245464 -0.9414255 ]
[ 0.95928067  0.28245464 -0.9414255 ],[-0.54267216],[ 0.96994233  0.24333498 -0.8109853 ]
[ 0.96994233  0.24333498 -0.8109853 ],[-0.6727948],[ 0.97816986  0.20780705 -0.7294033 ]
[ 0.97816986  0.20780705 -0.7294033 ],[-0.37110972],[ 0.9842225   0.17693537 -0.62921447]
[ 0.9842225   0.17693537 -0.62921447],[-0.466946],[ 0.9888391   0.14898731 -0.56655484]
[ 0.9888391   0.14898731 -0.56655484],[-0.1647191],[ 0.9921267   0.12523824 -0.47952226]
[ 0.9921267   0.12523824 -0.47952226],[-0.36515975],[ 0.9946435   0.10336463 -0.44036752]
[ 0.9946435   0.10336463 -0.44036752],[0.04461384],[ 0.9963264   0.08563697 -0.356152  ]
[ 0.9963264   0.08563697 -0.356152  ],[-0.31254542],[ 0.9976341   0.06874741 -0.33880606]
[ 0.9976341   0.06874741 -0.33880606],[0.24260616],[ 0.99841785  0.05622928 -0.25085458]
[ 0.99841785  0.05622928 -0.25085458],[-0.3657546],[ 0.99907213  0.04306833 -0.2635458 ]
[ 0.99907213  0.04306833 -0.2635458 ],[0.45043945],[ 0.99939114  0.03489064 -0.16367865]
[ 0.99939114  0.03489064 -0.16367865],[-0.38514173],[ 0.99968415  0.02513098 -0.19528192]
[ 0.99968415  0.02513098 -0.19528192],[0.59028673],[ 0.99978495  0.02073761 -0.08789068]
[ 0.99978495  0.02073761 -0.08789068],[-0.4001819],[ 0.9999003   0.01412039 -0.13236476]
[ 0.9999003   0.01412039 -0.13236476],[0.49837446],[ 0.99993074  0.01176967 -0.0470183 ]
[ 0.99993074  0.01176967 -0.0470183 ],[-0.33199608],[ 0.9999728   0.00737035 -0.08799046]
[ 0.9999728   0.00737035 -0.08799046],[0.4095533],[ 0.99998003  0.00631889 -0.0210297 ]
[ 0.99998003  0.00631889 -0.0210297 ],[-0.31001413],[ 0.99999493  0.0031793  -0.06279264]
[ 0.99999493  0.0031793  -0.06279264],[0.3758707],[ 0.9999956   0.00297792 -0.00402757]
[ 0.9999956   0.00297792 -0.00402757],[-0.3112595],[ 9.9999982e-01  5.5377185e-04 -4.8483055e-02]
[ 9.9999982e-01  5.5377185e-04 -4.8483055e-02],[0.37091184],[9.999996e-01 9.322242e-04 7.569050e-03]
[9.999996e-01 9.322242e-04 7.569050e-03],[-0.32617366],[ 0.9999994  -0.00110067 -0.04065783]
[ 0.9999994  -0.00110067 -0.04065783],[0.3800149],[ 9.9999994e-01 -3.2472206e-04  1.5518903e-02]
[ 9.9999994e-01 -3.2472206e-04  1.5518903e-02],[-0.34513915],[ 0.9999977  -0.0021495  -0.03649551]
[ 0.9999977  -0.0021495  -0.03649551],[0.394871],[ 0.9999994  -0.00109335  0.02112302]
[ 0.9999994  -0.00109335  0.02112302],[-0.3655281],[ 0.999996   -0.00281965 -0.03452621]
[ 0.999996   -0.00281965 -0.03452621],[0.41220403],[ 0.9999988  -0.00156017  0.02518965]
[ 0.9999988  -0.00156017  0.02518965],[-0.38572252],[ 0.9999947  -0.00325211 -0.03383885]
[ 0.76287985  0.6465403  -0.38280374],[-1.6579772],[ 0.76759833  0.6409312  -0.14659514]
[ 0.76759833  0.6409312  -0.14659514],[-1.470252],[0.7639466  0.64527947 0.11356547]
[0.7639466  0.64527947 0.11356547],[-1.0050565],[0.74934274 0.6621824  0.44676661]
[0.74934274 0.6621824  0.44676661],[0.02223158],[0.71716934 0.69689894 0.9467381 ]
[0.71716934 0.69689894 0.9467381 ],[0.33338642],[0.66220754 0.74932045 1.5194203 ]
[0.66220754 0.74932045 1.5194203 ],[0.6864326],[0.5765846  0.81703746 2.1843755 ]
[0.5765846  0.81703746 2.1843755 ],[1.1101801],[0.44963637 0.8932117  2.9636807 ]
[0.44963637 0.8932117  2.9636807 ],[1.321429],[0.27132365 0.9624882  3.8318038 ]
[0.27132365 0.9624882  3.8318038 ],[1.5958111],[0.0351087 0.9993835 4.7930417]
[0.0351087 0.9993835 4.7930417],[1.5385809],[-0.25084436  0.9680274   5.7733665 ]
[-0.25084436  0.9680274   5.7733665 ],[1.4843097],[-0.55607355  0.83113307  6.7220335 ]
[-0.55607355  0.83113307  6.7220335 ],[1.3450089],[-0.82319224  0.56776273  7.5471344 ]
[-0.82319224  0.56776273  7.5471344 ],[0.71000004],[-0.9793075   0.20237797  8.        ]
[-0.9793075   0.20237797  8.        ],[-1.4186417],[-0.9814018  -0.19196483  7.9389873 ]
[-0.9814018  -0.19196483  7.9389873 ],[-1.494992],[-0.84098125 -0.54106426  7.570765  ]
[-0.84098125 -0.54106426  7.570765  ],[-1.6705678],[-0.60786986 -0.7940366   6.9143815 ]
[-0.60786986 -0.7940366   6.9143815 ],[-0.98249173],[-0.33800957 -0.9411427   6.17148   ]
[-0.33800957 -0.9411427   6.17148   ],[1.3268704],[-0.0615296 -0.9981053  5.664654 ]
[-0.0615296 -0.9981053  5.664654 ],[1.0302589],[ 0.19078541 -0.98163176  5.070614  ]
[ 0.19078541 -0.98163176  5.070614  ],[-0.14921093],[ 0.39637277 -0.9180897   4.3120084 ]
[ 0.39637277 -0.9180897   4.3120084 ],[-0.12645209],[ 0.5545202 -0.8321703  3.604473 ]
[ 0.5545202 -0.8321703  3.604473 ],[0.17864203],[ 0.6729157 -0.7397192  3.0071418]
[ 0.6729157 -0.7397192  3.0071418],[0.14178038],[ 0.75903153 -0.65105385  2.4736195 ]
[ 0.75903153 -0.65105385  2.4736195 ],[0.23006272],[ 0.82080346 -0.5712107   2.0198383 ]
[ 0.82080346 -0.5712107   2.0198383 ],[0.3431952],[ 0.8649053  -0.50193506  1.6429096 ]
[ 0.8649053  -0.50193506  1.6429096 ],[0.3649671],[ 0.8961526  -0.44374597  1.3212035 ]
[ 0.8961526  -0.44374597  1.3212035 ],[0.65634465],[ 0.918932   -0.39441592  1.0868456 ]
[ 0.918932   -0.39441592  1.0868456 ],[0.8597958],[ 0.9360968 -0.3517426  0.9200031]
[ 0.9360968 -0.3517426  0.9200031],[0.87758446],[ 0.94922274 -0.31460482  0.78783387]
[ 0.94922274 -0.31460482  0.78783387],[0.9054613],[ 0.9594772  -0.2817863   0.68769944]
[ 0.9594772  -0.2817863   0.68769944],[0.92714286],[ 0.9676926  -0.25213295  0.61543113]
[ 0.9676926  -0.25213295  0.61543113],[0.96236897],[ 0.97449213 -0.22442158  0.57068676]
[ 0.97449213 -0.22442158  0.57068676],[0.94787836],[ 0.98024064 -0.19780858  0.5445524 ]
[ 0.98024064 -0.19780858  0.5445524 ],[0.8535507],[ 0.9850882  -0.17205006  0.5242285 ]
[ 0.9850882  -0.17205006  0.5242285 ],[0.58762455],[ 0.98895806 -0.14819577  0.48333466]
[ 0.98895806 -0.14819577  0.48333466],[0.40138006],[ 0.9919306  -0.12678179  0.43239483]
[ 0.9919306  -0.12678179  0.43239483],[0.32336783],[ 0.99419165 -0.10762437  0.38581365]
[ 0.99419165 -0.10762437  0.38581365],[0.24401116],[ 0.9958852  -0.09062387  0.34169707]
[ 0.9958852  -0.09062387  0.34169707],[0.21514177],[ 0.99715513 -0.07537679  0.3060004 ]
[ 0.99715513 -0.07537679  0.3060004 ],[0.00927353],[ 0.9980221  -0.06286394  0.25085884]
[ 0.9980221  -0.06286394  0.25085884],[0.17407918],[ 0.99867857 -0.05139163  0.22982278]
[ 0.99867857 -0.05139163  0.22982278],[-0.1799947],[ 0.999067   -0.04318685  0.16427986]
[ 0.999067   -0.04318685  0.16427986],[0.33807492],[ 0.9994197  -0.03406364  0.18260096]
[ 0.9994197  -0.03406364  0.18260096],[-0.49959946],[ 0.9995511  -0.02996008  0.08211331]
[ 0.9995511  -0.02996008  0.08211331],[0.63134766],[ 0.9997525  -0.02224546  0.1543454 ]
[ 0.9997525  -0.02224546  0.1543454 ],[-0.7771245],[ 0.99977547 -0.02119108  0.02109262]
[ 0.99977547 -0.02119108  0.02109262],[0.8299022],[ 0.9998918  -0.01470791  0.12968463]
[ 0.9998918  -0.01470791  0.12968463],[-0.8637568],[ 0.99988365 -0.01525334 -0.01090982]
[ 0.99988365 -0.01525334 -0.01090982],[0.8486664],[ 0.99994993 -0.01000625  0.10495014]
[ 0.99994993 -0.01000625  0.10495014],[-0.8271669],[ 0.99993575 -0.01133766 -0.02662958]
[ 0.99993575 -0.01133766 -0.02662958],[0.80379033],[ 0.999975   -0.00706605  0.08543573]
[ 0.999975   -0.00706605  0.08543573],[-0.7698047],[ 0.999961   -0.00883272 -0.03533452]
[ 0.999961   -0.00883272 -0.03533452],[0.7599516],[ 0.9999863  -0.00523113  0.07203367]
[ 0.9999863  -0.00523113  0.07203367],[-0.7203959],[ 0.9999739  -0.00722854 -0.03994906]
[ 0.9999739  -0.00722854 -0.03994906],[0.7211702],[ 0.99999166 -0.00408834  0.06280506]
[ 0.99999166 -0.00408834  0.06280506],[-0.67913246],[ 0.9999808  -0.00619487 -0.04213107]
[ 0.9999808  -0.00619487 -0.04213107],[0.68764377],[ 0.9999943  -0.00337644  0.05636935]
[ 0.9999943  -0.00337644  0.05636935],[-0.64523137],[ 0.99998474 -0.0055238  -0.04294769]
[ 0.99998474 -0.0055238  -0.04294769],[0.6594236],[ 0.9999957  -0.00293267  0.05182301]
[ 0.9999957  -0.00293267  0.05182301],[-0.6177089],[ 0.99998707 -0.0050843  -0.04303284]
[ 0.99998707 -0.0050843  -0.04303284],[0.63607836],[ 0.9999965  -0.00265603  0.04856569]
[ 0.9999965  -0.00265603  0.04856569],[-0.5954926],[ 0.9999885  -0.00479353 -0.04275022]
[ 0.9999885  -0.00479353 -0.04275022],[0.61695766],[ 0.9999969  -0.00248363  0.04619829]
[ 0.9999969  -0.00248363  0.04619829],[-0.5776137],[ 0.99998945 -0.00459894 -0.04230649]
[ 0.99998945 -0.00459894 -0.04230649],[0.60139537],[ 0.9999972  -0.00237627  0.04445361]
[ 0.9999972  -0.00237627  0.04445361],[-0.5632483],[ 0.99999005 -0.00446705 -0.04181583]
[ 0.99999005 -0.00446705 -0.04181583],[0.58878326],[ 0.9999973  -0.00230949  0.04315137]
[ 0.9999973  -0.00230949  0.04315137],[-0.5517554],[ 0.9999904  -0.00437669 -0.04134407]
[ 0.9999904  -0.00437669 -0.04134407],[0.57856274],[ 0.99999744 -0.00226881  0.04215783]
[ 0.99999744 -0.00226881  0.04215783],[-0.5425477],[ 0.9999907  -0.00431509 -0.04092593]
[ 0.9999907  -0.00431509 -0.04092593],[0.5705066],[ 0.9999975  -0.00224442  0.04141374]
[ 0.9999975  -0.00224442  0.04141374],[-0.53528404],[ 0.9999909  -0.00427251 -0.04056218]
[ 0.9999909  -0.00427251 -0.04056218],[0.5641084],[ 0.9999975  -0.00223004  0.04084969]
[ 0.9999975  -0.00223004  0.04084969],[-0.5295298],[ 0.999991   -0.00424264 -0.04025231]
[ 0.999991   -0.00424264 -0.04025231],[0.5590143],[ 0.99999756 -0.00222176  0.04041785]
[ 0.99999756 -0.00222176  0.04041785],[-0.524961],[ 0.9999911  -0.00422138 -0.03999262]
[-0.9991869  -0.04031821  0.03907548],[2.],[-0.9984452  -0.05574208  0.30883682]
[-0.9984452  -0.05574208  0.30883682],[2.],[-0.9964638  -0.08402332  0.56703025]
[-0.9964638  -0.08402332  0.56703025],[2.],[-0.99228185 -0.12400313  0.8040128 ]
[-0.99228185 -0.12400313  0.8040128 ],[2.],[-0.98474854 -0.17398372  1.0110104 ]
[-0.98474854 -0.17398372  1.0110104 ],[2.],[-0.9727699  -0.23177287  1.1805227 ]
[-0.9727699  -0.23177287  1.1805227 ],[2.],[-0.9555625  -0.29478875  1.306693  ]
[-0.9555625  -0.29478875  1.306693  ],[2.],[-0.9328635  -0.36023006  1.3856014 ]
[-0.9328635  -0.36023006  1.3856014 ],[1.9996285],[-0.9050568 -0.4252908  1.4153731]
[-0.9050568 -0.4252908  1.4153731],[1.9896979],[-0.8732195 -0.4873271  1.3948597]
[-0.8732195 -0.4873271  1.3948597],[1.9268541],[-0.8392218  -0.54378927  1.3183925 ]
[-0.8392218  -0.54378927  1.3183925 ],[1.5508826],[-0.8067856 -0.5908443  1.143183 ]
[-0.8067856 -0.5908443  1.143183 ],[0.92272305],[-0.7813141  -0.62413806  0.8384582 ]
[-0.7813141  -0.62413806  0.8384582 ],[0.4401815],[-0.76751107 -0.6410357   0.43638188]
[-0.76751107 -0.6410357   0.43638188],[-0.5157125],[-0.7713992  -0.6363516  -0.12175177]
[-0.7713992  -0.6363516  -0.12175177],[-1.7523892],[-0.79809725 -0.60252863 -0.8618738 ]
[-0.79809725 -0.60252863 -0.8618738 ],[-1.999961],[-0.8440649 -0.5362411 -1.6137644]
[-0.8440649 -0.5362411 -1.6137644],[-1.9999901],[-0.9003687  -0.43512782 -2.3159437 ]
[-0.9003687  -0.43512782 -2.3159437 ],[-1.9999695],[-0.95442593 -0.29844788 -2.942285  ]
[-0.95442593 -0.29844788 -2.942285  ],[-1.9998821],[-0.9915929  -0.12939698 -3.4661033 ]
[-0.9915929  -0.12939698 -3.4661033 ],[-1.9998337],[-0.9979912   0.06335302 -3.863126  ]
[-0.9979912   0.06335302 -3.863126  ],[-1.9997393],[-0.96399087  0.26593536 -4.115572  ]
[-0.96399087  0.26593536 -4.115572  ],[-1.9992849],[-0.8870066  0.4617568 -4.2160134]
[-0.8870066  0.4617568 -4.2160134],[-1.9964503],[-0.77224255  0.6353278  -4.169163  ]
[-0.77224255  0.6353278  -4.169163  ],[-1.9980621],[-0.63092476  0.77584404 -3.9923768 ]
[-0.63092476  0.77584404 -3.9923768 ],[-1.9987597],[-0.47699207  0.8789076  -3.7103078 ]
[-0.47699207  0.8789076  -3.7103078 ],[-1.9973873],[-0.32375202  0.94614196 -3.3507352 ]
[-0.32375202  0.94614196 -3.3507352 ],[-1.9723669],[-0.18182613  0.98333067 -2.9369838 ]
[-0.18182613  0.98333067 -2.9369838 ],[-1.8406646],[-0.05902962  0.9982562  -2.4755855 ]
[-0.05902962  0.9982562  -2.4755855 ],[-1.5692137],[ 0.03903988  0.99923766 -1.9622753 ]
[ 0.03903988  0.99923766 -1.9622753 ],[-1.002618],[ 0.10700653  0.99425834 -1.3632398 ]
[ 0.10700653  0.99425834 -1.3632398 ],[-0.3174008],[ 0.1400081   0.99015033 -0.6651561 ]
[ 0.1400081   0.99015033 -0.6651561 ],[0.23221207],[0.1344468  0.99092084 0.11228846]
[0.1344468  0.99092084 0.11228846],[1.4021096],[0.08147499 0.9966754  1.0657955 ]
[0.08147499 0.9966754  1.0657955 ],[1.6470857],[-0.0214512  0.9997699  2.060365 ]
[-0.0214512  0.9997699  2.060365 ],[1.4355416],[-0.1718714  0.9851194  3.0255237]
[-0.1718714  0.9851194  3.0255237],[1.6298473],[-0.36457005  0.93117595  4.00884   ]
[-0.36457005  0.93117595  4.00884   ],[1.5034513],[-0.5808789  0.81399    4.9327397]
[-0.5808789  0.81399    4.9327397],[0.64767575],[-0.78446144  0.6201776   5.6403837 ]
[-0.78446144  0.6201776   5.6403837 ],[0.72126484],[-0.9365     0.3506675  6.2137065]
[-0.9365     0.3506675  6.2137065],[1.4199595],[-0.9997168   0.02379647  6.689701  ]
[-0.9997168   0.02379647  6.689701  ],[1.5444419],[-0.948236   -0.31756648  6.9392147 ]
[-0.948236   -0.31756648  6.9392147 ],[1.0170121],[-0.78639716 -0.6177212   6.853592  ]
[-0.78639716 -0.6177212   6.853592  ],[-0.02886236],[-0.5527463 -0.8333496  6.3859715]
[-0.5527463 -0.8333496  6.3859715],[1.4120367],[-0.28309336 -0.9590924   5.972765  ]
[-0.28309336 -0.9590924   5.972765  ],[1.6807857],[-0.01173944 -0.9999311   5.5055633 ]
[-0.01173944 -0.9999311   5.5055633 ],[1.1727409],[ 0.23268408 -0.97255236  4.931526  ]
[ 0.23268408 -0.97255236  4.931526  ],[-0.2128135],[ 0.42896447 -0.9033214   4.17019   ]
[ 0.42896447 -0.9033214   4.17019   ],[-0.00583506],[ 0.5793551 -0.8150752  3.4918237]
[ 0.5793551 -0.8150752  3.4918237],[0.12694907],[ 0.69103163 -0.7228245   2.8995597 ]
[ 0.69103163 -0.7228245   2.8995597 ],[0.18647075],[ 0.7721298 -0.6354649  2.3854117]
[ 0.7721298 -0.6354649  2.3854117],[0.21676898],[ 0.8300806  -0.55764335  1.9413285 ]
[ 0.8300806  -0.55764335  1.9413285 ],[0.37112188],[ 0.87146944 -0.49044982  1.5787643 ]
[ 0.87146944 -0.49044982  1.5787643 ],[0.40212035],[ 0.9008627 -0.4341041  1.271245 ]
[ 0.9008627 -0.4341041  1.271245 ],[0.70832396],[ 0.9224385 -0.3861441  1.0519155]
[ 0.9224385 -0.3861441  1.0519155],[0.87120867],[ 0.93875456 -0.34458658  0.89298874]
[ 0.93875456 -0.34458658  0.89298874],[0.8805125],[ 0.95127016 -0.3083586   0.76662564]
[ 0.95127016 -0.3083586   0.76662564],[0.9169967],[ 0.9611047  -0.27618435  0.6729062 ]
[ 0.9611047  -0.27618435  0.6729062 ],[0.9253235],[ 0.9690129  -0.24701002  0.60456645]
[ 0.9690129  -0.24701002  0.60456645],[0.96950245],[ 0.9756005  -0.21955344  0.56473434]
[ 0.9756005  -0.21955344  0.56473434],[0.9375639],[ 0.9811789  -0.19310088  0.54070383]
[ 0.9811789  -0.19310088  0.54070383],[0.83120847],[ 0.98587203 -0.16750027  0.52055943]
[ 0.98587203 -0.16750027  0.52055943],[0.50544953],[ 0.9895411  -0.14425097  0.47075164]
[ 0.9895411  -0.14425097  0.47075164],[0.43857074],[ 0.99240345 -0.12302606  0.42834905]
[ 0.99240345 -0.12302606  0.42834905],[0.22473001],[ 0.9945084  -0.10465708  0.369789  ]
[ 0.9945084  -0.10465708  0.369789  ],[0.37606382],[ 0.9961775  -0.08735232  0.34770578]
[ 0.9961775  -0.08735232  0.34770578],[-0.06402898],[ 0.9972755  -0.07376736  0.27258718]
[ 0.9972755  -0.07376736  0.27258718],[0.45053148],[ 0.9982249 -0.0595571  0.2848414]
[ 0.9982249 -0.0595571  0.2848414],[-0.5735022],[ 0.9986543  -0.05186167  0.15414824]
[ 0.9986543  -0.05186167  0.15414824],[0.94333553],[ 0.9992378  -0.03903741  0.2567523 ]
[ 0.9992378  -0.03903741  0.2567523 ],[-1.1964698],[ 0.99932855 -0.03663895  0.04800377]
[ 0.99932855 -0.03663895  0.04800377],[1.2655153],[ 0.99965864 -0.02612658  0.21035187]
[ 0.99965864 -0.02612658  0.21035187],[-1.2353442],[ 0.99966574 -0.02585391  0.0054553 ]
[ 0.99966574 -0.02585391  0.0054553 ],[1.1848567],[ 0.99984396 -0.0176662   0.16379337]
[ 0.99984396 -0.0176662   0.16379337],[-1.1093657],[ 0.9998296  -0.01845913 -0.01586114]
[ 0.9998296  -0.01845913 -0.01586114],[1.0485139],[ 0.99992704 -0.0120813   0.1275716 ]
[ 0.99992704 -0.0120813   0.1275716 ],[-0.96963906],[ 0.9999098  -0.01342796 -0.02693524]
[ 0.9999098  -0.01342796 -0.02693524],[0.9120879],[ 0.9999644  -0.00843791  0.09980698]
[ 0.9999644  -0.00843791  0.09980698],[-0.85290706],[ 0.9999484  -0.01016071 -0.03445751]
[ 0.9999484  -0.01016071 -0.03445751],[0.8205421],[ 0.99998134 -0.00611068  0.08100327]
[ 0.99998134 -0.00611068  0.08100327],[-0.77207303],[ 0.99996734 -0.00808017 -0.0393907 ]
[ 0.99996734 -0.00808017 -0.0393907 ],[0.76083255],[ 0.9999892  -0.00464654  0.06867406]
[ 0.9999892  -0.00464654  0.06867406],[-0.7145983],[ 0.99997723 -0.00674653 -0.04200059]
[ 0.99997723 -0.00674653 -0.04200059],[0.7161126],[ 0.999993   -0.00372876  0.0603564 ]
[ 0.999993   -0.00372876  0.0603564 ],[-0.67117476],[ 0.9999827  -0.00588455 -0.04311638]
[ 0.9999827  -0.00588455 -0.04311638],[0.6808953],[ 0.99999505 -0.00315435  0.0546045 ]
[ 0.99999505 -0.00315435  0.0546045 ],[-0.6373582],[ 0.9999858  -0.00532258 -0.04336499]
[ 0.9999858  -0.00532258 -0.04336499],[0.6526995],[ 0.99999607 -0.00279521  0.05054799]
[ 0.99999607 -0.00279521  0.05054799],[-0.6106739],[ 0.9999877  -0.00495266 -0.0431495 ]
[ 0.9999877  -0.00495266 -0.0431495 ],[0.6300051],[ 0.9999967  -0.00257084  0.04763677]
[ 0.9999967  -0.00257084  0.04763677],[-0.5894842],[ 0.9999889  -0.00470653 -0.04271399]
[ 0.9999889  -0.00470653 -0.04271399],[0.61172223],[ 0.999997   -0.00243082  0.04551445]
[ 0.999997   -0.00243082  0.04551445],[-0.5726017],[ 0.9999897  -0.00454075 -0.04219892]
[ 0.9999897  -0.00454075 -0.04219892],[0.59699297],[ 0.99999726 -0.00234354  0.04394446]
[ 0.99999726 -0.00234354  0.04394446],[-0.5591239],[ 0.9999902  -0.00442762 -0.04168177]
[ 0.9999902  -0.00442762 -0.04168177],[0.5851207],[ 0.9999974  -0.00228935  0.04276561]
[ 0.9999974  -0.00228935  0.04276561],[-0.5484332],[ 0.9999905  -0.00435016 -0.04121638]
[ 0.9999905  -0.00435016 -0.04121638],[0.5756664],[ 0.99999744 -0.00225662  0.04187097]
[ 0.99999744 -0.00225662  0.04187097],[-0.53990936],[ 0.99999076 -0.00429701 -0.04080791]
[ 0.99999076 -0.00429701 -0.04080791],[0.56818914],[ 0.9999975  -0.00223713  0.04119771]
[ 0.9999975  -0.00223713  0.04119771],[-0.53318405],[ 0.99999094 -0.00426001 -0.04045774]
[ 0.99999094 -0.00426001 -0.04045774],[0.5622535],[ 0.9999975  -0.00222576  0.04068527]
[ 0.9999975  -0.00222576  0.04068527],[-0.52785647],[ 0.99999106 -0.00423387 -0.04016252]
[ 0.99999106 -0.00423387 -0.04016252],[0.55753016],[ 0.99999756 -0.0022193   0.0402916 ]
[ 0.987381   -0.15836284 -0.3200466 ],[1.6782632],[ 0.9858565  -0.16759169 -0.18707925]
[ 0.9858565  -0.16759169 -0.18707925],[1.6427109],[ 0.98529494 -0.17086215 -0.06636639]
[ 0.98529494 -0.17086215 -0.06636639],[1.64112],[ 0.985733   -0.16831681  0.05165499]
[ 0.985733   -0.16831681  0.05165499],[1.6231828],[ 0.9871192  -0.15998666  0.1688948 ]
[ 0.9871192  -0.15998666  0.1688948 ],[1.5966172],[ 0.98932344 -0.14573638  0.28839737]
[ 0.98932344 -0.14573638  0.28839737],[1.4931691],[ 0.99205947 -0.1257698   0.40307045]
[ 0.99205947 -0.1257698   0.40307045],[0.71937203],[ 0.9944641  -0.10507697  0.41664892]
[ 0.9944641  -0.10507697  0.41664892],[-0.386806],[ 0.99583685 -0.09115358  0.2798203 ]
[ 0.99583685 -0.09115358  0.2798203 ],[1.0691321],[ 0.99735934 -0.07262504  0.37182492]
[ 0.99735934 -0.07262504  0.37182492],[-1.1772041],[ 0.99784577 -0.06560311  0.14077552]
